,Composizione chimica,valore per 100g
0,Parte edibile (%):,70
1,Acqua (g):,73
2,Proteine (g):,20.8
3,Lipidi(g):,4.5
4,Colesterolo (mg):,63
5,Carboidrati disponibili (g):,1.5
6,Amido (g):,0
7,Zuccheri solubili (g):,1.5
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,129
13,Energia (kJ):,541
14,Sodio (mg):,66
15,Potassio (mg):,630
16,Ferro (mg):,1.8
17,Calcio (mg):,33
18,Fosforo (mg):,215
19,Magnesio (mg):,10
20,Zinco (mg):,0.8
21,Rame (mg):,0.2
22,Selenio (µg):,
23,Tiamina (mg):,0.02
24,Riboflavina (mg):,0.25
25,Niacina (mg):,9.7
26,Vitamina A retinolo eq. (µg):,28
27,Vitamina C (mg):,tr
28,Vitamina E (mg):,
