,Composizione,mg/100g di parte edibile
0,Lisina:,43
1,Istidina:,12
2,Arginina:,52
3,Acido aspartico:,114
4,Treonina:,12
5,Serina:,23
6,Acido glutamico:,99
7,Prolina:,45
8,Glicina:,83
9,Alanina:,51
10,Cistina:,10
11,Valina:,31
12,Metionina:,12
13,Isoleucina:,23
14,Leucina:,22
15,Tirosina:,17
16,Fenilalanina:,30
17,Triptofano:,6
18,Indice Chimico:,48
19,Aminoacido limitante:,Leu.
