,Composizione,g/100g di parte edibile
0,Saturi totali (%):,17.46
1,C4:0÷C10:0,0
2,C12:0,0.11
3,C14:0,0.28
4,C16:0,7.69
5,C18:0,8.68
6,C20:0,0.28
7,C22:0,0.04
8,Monoinsaturi totali (%):,15.94
9,C14:1,0.04
10,C16:1,0.11
11,C18:1,15.73
12,C20:1,0.04
13,C22:1,0
14,Polinsaturi totali (%):,1.76
15,C18:2,1.69
16,C18:3,0.07
17,C20:4,
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.1
