,Composizione,mg/100g di parte edibile
0,Lisina:,2353
1,Istidina:,902
2,Arginina:,1618
3,Acido aspartico:,2579
4,Treonina:,1122
5,Serina:,1101
6,Acido glutamico:,4181
7,Prolina:,1204
8,Glicina:,1419
9,Alanina:,1074
10,Cistina:,286
11,Valina:,1515
12,Metionina:,684
13,Isoleucina:,1035
14,Leucina:,2228
15,Tirosina:,894
16,Fenilalanina:,1056
17,Triptofano:,292
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
