,Composizione,mg/100g di parte edibile
0,Lisina:,2470
1,Istidina:,920
2,Arginina:,820
3,Acido aspartico:,2170
4,Treonina:,1100
5,Serina:,1950
6,Acido glutamico:,631
7,Prolina:,3020
8,Glicina:,640
9,Alanina:,950
10,Cistina:,200
11,Valina:,1910
12,Metionina:,960
13,Isoleucina:,1390
14,Leucina:,2820
15,Tirosina:,2000
16,Fenilalanina:,1740
17,Triptofano:,310
18,Indice Chimico:,83
19,Aminoacido limitante:,Trip.
