,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.05
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.04
4,C16:0,0.67
5,C18:0,0.34
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.19
9,C14:1,0
10,C16:1,0.09
11,C18:1,1.14
12,C20:1,0.01
13,C22:1,0
14,Polinsaturi totali (%):,0.87
15,C18:2,0.77
16,C18:3,0.06
17,C20:4,0.04
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.8
