,Composizione,mg/100g di parte edibile
0,Lisina:,728
1,Istidina:,305
2,Arginina:,1199
3,Acido aspartico:,1228
4,Treonina:,459
5,Serina:,593
6,Acido glutamico:,2299
7,Prolina:,373
8,Glicina:,745
9,Alanina:,557
10,Cistina:,326
11,Valina:,665
12,Metionina:,301
13,Isoleucina:,477
14,Leucina:,837
15,Tirosina:,355
16,Fenilalanina:,580
17,Triptofano:,
18,Indice Chimico:,100
19,Aminoacido limitante:,Lis.
