,Composizione,mg/100g di parte edibile
0,Lisina:,1486
1,Istidina:,432
2,Arginina:,1106
3,Acido aspartico:,1435
4,Treonina:,805
5,Serina:,823
6,Acido glutamico:,2301
7,Prolina:,
8,Glicina:,893
9,Alanina:,1190
10,Cistina:,175
11,Valina:,994
12,Metionina:,399
13,Isoleucina:,857
14,Leucina:,1557
15,Tirosina:,605
16,Fenilalanina:,810
17,Triptofano:,213
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
