,Composizione,g/100g di parte edibile
0,Saturi totali (%):,15.6
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0
4,C16:0,14
5,C18:0,1.2
6,C20:0,0.3
7,C22:0,0.1
8,Monoinsaturi totali (%):,20
9,C14:1,0
10,C16:1,0.3
11,C18:1,18.4
12,C20:1,1
13,C22:1,0.3
14,Polinsaturi totali (%):,59.3
15,C18:2,53.9
16,C18:3,5.4
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,3.8
