,Composizione,g/100g di parte edibile
0,Saturi totali (%):,6.94
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.34
4,C16:0,4.03
5,C18:0,2.35
6,C20:0,0.22
7,C22:0,0
8,Monoinsaturi totali (%):,10.81
9,C14:1,0
10,C16:1,0.53
11,C18:1,9.83
12,C20:1,0.45
13,C22:1,0
14,Polinsaturi totali (%):,4.43
15,C18:2,3.57
16,C18:3,0.27
17,C20:4,0.59
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.6
