,Composizione,mg/100g di parte edibile
0,Lisina:,240
1,Istidina:,236
2,Arginina:,404
3,Acido aspartico:,458
4,Treonina:,319
5,Serina:,561
6,Acido glutamico:,4181
7,Prolina:,1265
8,Glicina:,351
9,Alanina:,336
10,Cistina:,282
11,Valina:,498
12,Metionina:,179
13,Isoleucina:,424
14,Leucina:,813
15,Tirosina:,294
16,Fenilalanina:,562
17,Triptofano:,113
18,Indice Chimico:,36
19,Aminoacido limitante:,Lis.
