,Composizione,mg/100g di parte edibile
0,Lisina:,1775
1,Istidina:,512
2,Arginina:,1147
3,Acido aspartico:,1860
4,Treonina:,900
5,Serina:,868
6,Acido glutamico:,2751
7,Prolina:,682
8,Glicina:,813
9,Alanina:,1161
10,Cistina:,204
11,Valina:,910
12,Metionina:,588
13,Isoleucina:,816
14,Leucina:,1484
15,Tirosina:,682
16,Fenilalanina:,880
17,Triptofano:,195
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
