,Composizione,mg/100g di parte edibile
0,Lisina:,30
1,Istidina:,17
2,Arginina:,17
3,Acido aspartico:,92
4,Treonina:,27
5,Serina:,34
6,Acido glutamico:,143
7,Prolina:,27
8,Glicina:,16
9,Alanina:,40
10,Cistina:,9
11,Valina:,40
12,Metionina:,9
13,Isoleucina:,13
14,Leucina:,29
15,Tirosina:,21
16,Fenilalanina:,18
17,Triptofano:,4
18,Indice Chimico:,45
19,Aminoacido limitante:,Trip.
