,Composizione,mg/100g di parte edibile
0,Lisina:,2269
1,Istidina:,1629
2,Arginina:,135
3,Acido aspartico:,1793
4,Treonina:,754
5,Serina:,763
6,Acido glutamico:,3257
7,Prolina:,428
8,Glicina:,856
9,Alanina:,1043
10,Cistina:,
11,Valina:,851
12,Metionina:,897
13,Isoleucina:,807
14,Leucina:,1393
15,Tirosina:,573
16,Fenilalanina:,615
17,Triptofano:,
18,Indice Chimico:,100
19,Aminoacido limitante:,Fenil.
