,Composizione,mg/100g di parte edibile
0,Lisina:,210
1,Istidina:,116
2,Arginina:,243
3,Acido aspartico:,402
4,Treonina:,208
5,Serina:,340
6,Acido glutamico:,1478
7,Prolina:,433
8,Glicina:,192
9,Alanina:,239
10,Cistina:,174
11,Valina:,319
12,Metionina:,120
13,Isoleucina:,261
14,Leucina:,450
15,Tirosina:,193
16,Fenilalanina:,295
17,Triptofano:,71
18,Indice Chimico:,66
19,Aminoacido limitante:,Lis.
