,Composizione,g/100g di parte edibile
0,Saturi totali (%):,6.31
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0
4,C16:0,4.05
5,C18:0,1.28
6,C20:0,0.63
7,C22:0,0
8,Monoinsaturi totali (%):,61.52
9,C14:1,0
10,C16:1,0.2
11,C18:1,55.84
12,C20:1,4.27
13,C22:1,1.21
14,Polinsaturi totali (%):,29.62
15,C18:2,20.54
16,C18:3,9.08
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,4.7
