,Composizione,g/100g di parte edibile
0,Saturi totali (%):,6
1,C4:0÷C10:0,0
2,C12:0,
3,C14:0,
4,C16:0,
5,C18:0,
6,C20:0,
7,C22:0,
8,Monoinsaturi totali (%):,25
9,C14:1,
10,C16:1,
11,C18:1,
12,C20:1,
13,C22:1,
14,Polinsaturi totali (%):,22
15,C18:2,21
16,C18:3,1
17,C20:4,
18,C20:5,
19,C22:6,
20,Rapporto Polinsaturi/Saturi:,3.7
