,Composizione,mg/100g di parte edibile
0,Lisina:,2584
1,Istidina:,968
2,Arginina:,1920
3,Acido aspartico:,2662
4,Treonina:,1362
5,Serina:,1242
6,Acido glutamico:,3959
7,Prolina:,1149
8,Glicina:,1295
9,Alanina:,1654
10,Cistina:,357
11,Valina:,1532
12,Metionina:,882
13,Isoleucina:,1395
14,Leucina:,2355
15,Tirosina:,996
16,Fenilalanina:,1191
17,Triptofano:,312
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
