,Composizione,mg/100g di parte edibile
0,Lisina:,3046
1,Istidina:,1004
2,Arginina:,2267
3,Acido aspartico:,3400
4,Treonina:,1511
5,Serina:,
6,Acido glutamico:,5585
7,Prolina:,1866
8,Glicina:,2350
9,Alanina:,2326
10,Cistina:,354
11,Valina:,1535
12,Metionina:,909
13,Isoleucina:,1653
14,Leucina:,2787
15,Tirosina:,1216
16,Fenilalanina:,1440
17,Triptofano:,307
18,Indice Chimico:,83
19,Aminoacido limitante:,Trip.
