,Composizione chimica,valore per 100g
0,Parte edibile (%):,29
1,Acqua (g):,78.1
2,Proteine (g):,16
3,Lipidi(g):,1.9
4,Colesterolo (mg):,70
5,Carboidrati disponibili (g):,1
6,Amido (g):,0
7,Zuccheri solubili (g):,1
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,85
13,Energia (kJ):,355
14,Sodio (mg):,
15,Potassio (mg):,
16,Ferro (mg):,0.8
17,Calcio (mg):,60
18,Fosforo (mg):,280
19,Magnesio (mg):,19
20,Zinco (mg):,2.2
21,Rame (mg):,0.4
22,Selenio (µg):,54
23,Tiamina (mg):,0.15
24,Riboflavina (mg):,0.18
25,Niacina (mg):,2
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,tr
28,Vitamina E (mg):,
