,Composizione,g/100g di parte edibile
0,Saturi totali (%):,2.03
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.13
4,C16:0,1.06
5,C18:0,0.74
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.99
9,C14:1,0.09
10,C16:1,0.15
11,C18:1,1.53
12,C20:1,0
13,C22:1,0.15
14,Polinsaturi totali (%):,1.21
15,C18:2,0.57
16,C18:3,0.11
17,C20:4,0.16
18,C20:5,0.14
19,C22:6,0.07
20,Rapporto Polinsaturi/Saturi:,0.6
