,Composizione,mg/100g di parte edibile
0,Lisina:,1402
1,Istidina:,686
2,Arginina:,891
3,Acido aspartico:,1460
4,Treonina:,672
5,Serina:,584
6,Acido glutamico:,2073
7,Prolina:,423
8,Glicina:,745
9,Alanina:,964
10,Cistina:,88
11,Valina:,847
12,Metionina:,409
13,Isoleucina:,686
14,Leucina:,1197
15,Tirosina:,496
16,Fenilalanina:,642
17,Triptofano:,146
18,Indice Chimico:,91
19,Aminoacido limitante:,Trip.
