,Composizione,mg/100g di parte edibile
0,Lisina:,59
1,Istidina:,23
2,Arginina:,97
3,Acido aspartico:,155
4,Treonina:,55
5,Serina:,50
6,Acido glutamico:,176
7,Prolina:,43
8,Glicina:,59
9,Alanina:,51
10,Cistina:,32
11,Valina:,62
12,Metionina:,19
13,Isoleucina:,53
14,Leucina:,63
15,Tirosina:,42
16,Fenilalanina:,43
17,Triptofano:,
18,Indice Chimico:,
19,Aminoacido limitante:,
