,Composizione,mg/100g di parte edibile
0,Lisina:,30
1,Istidina:,17
2,Arginina:,24
3,Acido aspartico:,129
4,Treonina:,25
5,Serina:,28
6,Acido glutamico:,457
7,Prolina:,18
8,Glicina:,20
9,Alanina:,27
10,Cistina:,7
11,Valina:,24
12,Metionina:,7
13,Isoleucina:,20
14,Leucina:,30
15,Tirosina:,14
16,Fenilalanina:,20
17,Triptofano:,9
18,Indice Chimico:,45
19,Aminoacido limitante:,Leu.
