,Composizione,mg/100g di parte edibile
0,Lisina:,2100
1,Istidina:,805
2,Arginina:,1436
3,Acido aspartico:,2284
4,Treonina:,1067
5,Serina:,938
6,Acido glutamico:,3597
7,Prolina:,964
8,Glicina:,1190
9,Alanina:,1420
10,Cistina:,281
11,Valina:,1247
12,Metionina:,588
13,Isoleucina:,1138
14,Leucina:,1939
15,Tirosina:,810
16,Fenilalanina:,961
17,Triptofano:,274
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
