,Composizione,mg/100g di parte edibile
0,Lisina:,1450
1,Istidina:,550
2,Arginina:,710
3,Acido aspartico:,1280
4,Treonina:,750
5,Serina:,1020
6,Acido glutamico:,3360
7,Prolina:,1990
8,Glicina:,370
9,Alanina:,590
10,Cistina:,140
11,Valina:,1140
12,Metionina:,610
13,Isoleucina:,920
14,Leucina:,1720
15,Tirosina:,1070
16,Fenilalanina:,1000
17,Triptofano:,230
18,Indice Chimico:,99
19,Aminoacido limitante:,Trip.
