,Composizione,g/100g di parte edibile
0,Saturi totali (%):,14.46
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0
4,C16:0,10.64
5,C18:0,3.06
6,C20:0,0.76
7,C22:0,0
8,Monoinsaturi totali (%):,72.95
9,C14:1,0
10,C16:1,0.79
11,C18:1,71.87
12,C20:1,0.29
13,C22:1,0
14,Polinsaturi totali (%):,7.52
15,C18:2,6.79
16,C18:3,0.73
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.5
