,Composizione,g/100g di parte edibile
0,Saturi totali (%):,9.34
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.43
4,C16:0,5.73
5,C18:0,3.13
6,C20:0,0.05
7,C22:0,0
8,Monoinsaturi totali (%):,12.96
9,C14:1,0
10,C16:1,0.76
11,C18:1,11.75
12,C20:1,0.45
13,C22:1,0
14,Polinsaturi totali (%):,4.05
15,C18:2,3.76
16,C18:3,0.21
17,C20:4,0
18,C20:5,0.08
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.4
