,Composizione,mg/100g di parte edibile
0,Lisina:,355
1,Istidina:,138
2,Arginina:,428
3,Acido aspartico:,606
4,Treonina:,251
5,Serina:,343
6,Acido glutamico:,1440
7,Prolina:,463
8,Glicina:,214
9,Alanina:,257
10,Cistina:,121
11,Valina:,341
12,Metionina:,127
13,Isoleucina:,253
14,Leucina:,525
15,Tirosina:,221
16,Fenilalanina:,297
17,Triptofano:,106
18,Indice Chimico:,89
19,Aminoacido limitante:,Lis.
