,Composizione,mg/100g di parte edibile
0,Lisina:,2040
1,Istidina:,643
2,Arginina:,685
3,Acido aspartico:,1760
4,Treonina:,893
5,Serina:,1274
6,Acido glutamico:,5115
7,Prolina:,3030
8,Glicina:,461
9,Alanina:,762
10,Cistina:,132
11,Valina:,1854
12,Metionina:,792
13,Isoleucina:,1372
14,Leucina:,2635
15,Tirosina:,1402
16,Fenilalanina:,1303
17,Triptofano:,328
18,Indice Chimico:,99
19,Aminoacido limitante:,Treo.
