,Composizione,mg/100g di parte edibile
0,Lisina:,95
1,Istidina:,100
2,Arginina:,171
3,Acido aspartico:,216
4,Treonina:,135
5,Serina:,238
6,Acido glutamico:,1472
7,Prolina:,488
8,Glicina:,151
9,Alanina:,151
10,Cistina:,107
11,Valina:,245
12,Metionina:,78
13,Isoleucina:,194
14,Leucina:,366
15,Tirosina:,128
16,Fenilalanina:,240
17,Triptofano:,48
18,Indice Chimico:,35
19,Aminoacido limitante:,Lis.
