,Composizione,mg/100g di parte edibile
0,Lisina:,477
1,Istidina:,292
2,Arginina:,411
3,Acido aspartico:,820
4,Treonina:,473
5,Serina:,687
6,Acido glutamico:,4100
7,Prolina:,1598
8,Glicina:,355
9,Alanina:,428
10,Cistina:,254
11,Valina:,710
12,Metionina:,239
13,Isoleucina:,625
14,Leucina:,1141
15,Tirosina:,462
16,Fenilalanina:,644
17,Triptofano:,133
18,Indice Chimico:,60
19,Aminoacido limitante:,Lis.
