,Composizione,g/100g di parte edibile
0,Saturi totali (%):,3.3
1,C4:0÷C10:0,0
2,C12:0,0.02
3,C14:0,0.04
4,C16:0,2.25
5,C18:0,0.9
6,C20:0,0.07
7,C22:0,0.02
8,Monoinsaturi totali (%):,5.7
9,C14:1,0
10,C16:1,0.04
11,C18:1,5.62
12,C20:1,0.04
13,C22:1,0
14,Polinsaturi totali (%):,13.34
15,C18:2,11.68
16,C18:3,1.66
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,4
