,Composizione,g/100g di parte edibile
0,Saturi totali (%):,48.78
1,C4:0÷C10:0,0
2,C12:0,2.39
3,C14:0,8.31
4,C16:0,20.86
5,C18:0,9.4
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,23.72
9,C14:1,1.14
10,C16:1,1.9
11,C18:1,20.68
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,2.75
15,C18:2,1.57
16,C18:3,1.18
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.1
