,Composizione,g/100g di parte edibile
0,Saturi totali (%):,5.42
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.01
4,C16:0,4.25
5,C18:0,0.85
6,C20:0,0.28
7,C22:0,0.06
8,Monoinsaturi totali (%):,1.15
9,C14:1,0
10,C16:1,0
11,C18:1,1.06
12,C20:1,0.03
13,C22:1,0.05
14,Polinsaturi totali (%):,5.64
15,C18:2,5.48
16,C18:3,0.16
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,1
