,Composizione,g/100g di parte edibile
0,Saturi totali (%):,33.12
1,C4:0÷C10:0,0
2,C12:0,0.07
3,C14:0,0.62
4,C16:0,21.07
5,C18:0,11.09
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,37.14
9,C14:1,0
10,C16:1,1.29
11,C18:1,33.63
12,C20:1,2.22
13,C22:1,0
14,Polinsaturi totali (%):,28.77
15,C18:2,25.83
16,C18:3,2.94
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.9
