,Composizione,mg/100g di parte edibile
0,Lisina:,1617
1,Istidina:,532
2,Arginina:,1242
3,Acido aspartico:,1772
4,Treonina:,878
5,Serina:,832
6,Acido glutamico:,2708
7,Prolina:,815
8,Glicina:,994
9,Alanina:,1128
10,Cistina:,226
11,Valina:,988
12,Metionina:,537
13,Isoleucina:,926
14,Leucina:,1476
15,Tirosina:,591
16,Fenilalanina:,727
17,Triptofano:,193
18,Indice Chimico:,95
19,Aminoacido limitante:,Trip.
