,Composizione chimica,valore per 100g
0,Parte edibile (%):,49
1,Acqua (g):,5
2,Proteine (g):,7.2
3,Lipidi(g):,71.8
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,7.9
6,Amido (g):,3.3
7,Zuccheri solubili (g):,4.3
8,Fibra totale (g):,9.4
9,Fibra solubile (g):,0.36
10,Fibra insolubile (g):,9.07
11,Alcol (g):,0
12,Energia (kcal):,705
13,Energia (kJ):,2948
14,Sodio (mg):,tr
15,Potassio (mg):,603
16,Ferro (mg):,2.4
17,Calcio (mg):,61
18,Fosforo (mg):,300
19,Magnesio (mg):,121
20,Zinco (mg):,5
21,Rame (mg):,1
22,Selenio (µg):,6
23,Tiamina (mg):,0.71
24,Riboflavina (mg):,0.15
25,Niacina (mg):,1.4
26,Vitamina A retinolo eq. (µg):,8
27,Vitamina C (mg):,1
28,Vitamina E (mg):,4
