,Composizione,mg/100g di parte edibile
0,Lisina:,2384
1,Istidina:,978
2,Arginina:,1748
3,Acido aspartico:,2741
4,Treonina:,1283
5,Serina:,1178
6,Acido glutamico:,4287
7,Prolina:,1358
8,Glicina:,1571
9,Alanina:,1668
10,Cistina:,339
11,Valina:,1526
12,Metionina:,704
13,Isoleucina:,1355
14,Leucina:,1290
15,Tirosina:,995
16,Fenilalanina:,1189
17,Triptofano:,294
18,Indice Chimico:,94
19,Aminoacido limitante:,Trip.
