,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.61
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.01
4,C16:0,0.99
5,C18:0,0.6
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.61
9,C14:1,0.03
10,C16:1,0.18
11,C18:1,1.36
12,C20:1,0.02
13,C22:1,0
14,Polinsaturi totali (%):,1.58
15,C18:2,0.79
16,C18:3,0.03
17,C20:4,0.38
18,C20:5,0.03
19,C22:6,0.11
20,Rapporto Polinsaturi/Saturi:,1
