,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,86.3
2,Proteine (g):,3.9
3,Lipidi(g):,4.8
4,Colesterolo (mg):,10
5,Carboidrati disponibili (g):,4.7
6,Amido (g):,0
7,Zuccheri solubili (g):,4.7
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,76
13,Energia (kJ):,320
14,Sodio (mg):,40
15,Potassio (mg):,180
16,Ferro (mg):,0.1
17,Calcio (mg):,141
18,Fosforo (mg):,106
19,Magnesio (mg):,13
20,Zinco (mg):,0.31
21,Rame (mg):,0.03
22,Selenio (µg):,1.9
23,Tiamina (mg):,0.05
24,Riboflavina (mg):,0.11
25,Niacina (mg):,0.3
26,Vitamina A retinolo eq. (µg):,86
27,Vitamina C (mg):,1
28,Vitamina E (mg):,
