,Composizione,mg/100g di parte edibile
0,Lisina:,1893
1,Istidina:,749
2,Arginina:,1310
3,Acido aspartico:,2101
4,Treonina:,957
5,Serina:,832
6,Acido glutamico:,3016
7,Prolina:,666
8,Glicina:,957
9,Alanina:,1290
10,Cistina:,83
11,Valina:,1227
12,Metionina:,666
13,Isoleucina:,1040
14,Leucina:,1789
15,Tirosina:,790
16,Fenilalanina:,957
17,Triptofano:,250
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
