,Composizione,mg/100g di parte edibile
0,Lisina:,2622
1,Istidina:,923
2,Arginina:,1914
3,Acido aspartico:,3069
4,Treonina:,1259
5,Serina:,1226
6,Acido glutamico:,4944
7,Prolina:,1320
8,Glicina:,1740
9,Alanina:,1960
10,Cistina:,317
11,Valina:,1679
12,Metionina:,835
13,Isoleucina:,1591
14,Leucina:,2640
15,Tirosina:,1030
16,Fenilalanina:,1210
17,Triptofano:,302
18,Indice Chimico:,90
19,Aminoacido limitante:,Trip.
