,Composizione,mg/100g di parte edibile
0,Lisina:,771
1,Istidina:,270
2,Arginina:,579
3,Acido aspartico:,1032
4,Treonina:,499
5,Serina:,505
6,Acido glutamico:,1377
7,Prolina:,610
8,Glicina:,482
9,Alanina:,623
10,Cistina:,169
11,Valina:,558
12,Metionina:,232
13,Isoleucina:,497
14,Leucina:,858
15,Tirosina:,421
16,Fenilalanina:,511
17,Triptofano:,134
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
