,Composizione,mg/100g di parte edibile
0,Lisina:,1620
1,Istidina:,455
2,Arginina:,1021
3,Acido aspartico:,1771
4,Treonina:,793
5,Serina:,771
6,Acido glutamico:,2663
7,Prolina:,572
8,Glicina:,716
9,Alanina:,987
10,Cistina:,132
11,Valina:,903
12,Metionina:,394
13,Isoleucina:,817
14,Leucina:,1336
15,Tirosina:,623
16,Fenilalanina:,646
17,Triptofano:,217
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
