,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,30.6
2,Proteine (g):,28.5
3,Lipidi(g):,34
4,Colesterolo (mg):,99
5,Carboidrati disponibili (g):,1.2
6,Amido (g):,0
7,Zuccheri solubili (g):,1.2
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,425
13,Energia (kJ):,1776
14,Sodio (mg):,1498
15,Potassio (mg):,435
16,Ferro (mg):,1.7
17,Calcio (mg):,43
18,Fosforo (mg):,
19,Magnesio (mg):,34
20,Zinco (mg):,3.6
21,Rame (mg):,0.17
22,Selenio (µg):,3.1
23,Tiamina (mg):,0.28
24,Riboflavina (mg):,0.16
25,Niacina (mg):,
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
