,Composizione,g/100g di parte edibile
0,Saturi totali (%):,14.02
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.15
4,C16:0,9.79
5,C18:0,3.68
6,C20:0,0.4
7,C22:0,0
8,Monoinsaturi totali (%):,22.76
9,C14:1,0
10,C16:1,0.3
11,C18:1,22.26
12,C20:1,0.2
13,C22:1,0
14,Polinsaturi totali (%):,58.96
15,C18:2,51.36
16,C18:3,7.6
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,4.2
