,Composizione,g/100g di parte edibile
0,Saturi totali (%):,3.21
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.22
4,C16:0,1.66
5,C18:0,1.16
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,3.31
9,C14:1,0.32
10,C16:1,0.22
11,C18:1,2.25
12,C20:1,0
13,C22:1,0.24
14,Polinsaturi totali (%):,2.27
15,C18:2,1.13
16,C18:3,0.2
17,C20:4,0.34
18,C20:5,0.13
19,C22:6,0.13
20,Rapporto Polinsaturi/Saturi:,0.7
