,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,90.5
2,Proteine (g):,3.6
3,Lipidi(g):,0.2
4,Colesterolo (mg):,2
5,Carboidrati disponibili (g):,5.3
6,Amido (g):,0
7,Zuccheri solubili (g):,5.3
8,Fibra totale (g):,0
9,Fibra solubile (g):,0
10,Fibra insolubile (g):,0
11,Alcol (g):,0
12,Energia (kcal):,36
13,Energia (kJ):,151
14,Sodio (mg):,52
15,Potassio (mg):,150
16,Ferro (mg):,0.1
17,Calcio (mg):,125
18,Fosforo (mg):,97
19,Magnesio (mg):,11
20,Zinco (mg):,0.59
21,Rame (mg):,
22,Selenio (µg):,
23,Tiamina (mg):,0.04
24,Riboflavina (mg):,0.17
25,Niacina (mg):,0.09
26,Vitamina A retinolo eq. (µg):,tr
27,Vitamina C (mg):,1
28,Vitamina E (mg):,tr
