,Composizione,g/100g di parte edibile
0,Saturi totali (%):,26.43
1,C4:0÷C10:0,0
2,C12:0,0.76
3,C14:0,0.81
4,C16:0,19.32
5,C18:0,5.53
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,36.78
9,C14:1,0
10,C16:1,0.59
11,C18:1,32.05
12,C20:1,1.2
13,C22:1,2.93
14,Polinsaturi totali (%):,17.64
15,C18:2,16.62
16,C18:3,1.02
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,0.7
