,Composizione,mg/100g di parte edibile
0,Lisina:,1178
1,Istidina:,456
2,Arginina:,1008
3,Acido aspartico:,1491
4,Treonina:,647
5,Serina:,695
6,Acido glutamico:,2544
7,Prolina:,1275
8,Glicina:,1442
9,Alanina:,1089
10,Cistina:,165
11,Valina:,869
12,Metionina:,349
13,Isoleucina:,688
14,Leucina:,1209
15,Tirosina:,488
16,Fenilalanina:,613
17,Triptofano:,120
18,Indice Chimico:,66
19,Aminoacido limitante:,Trip.
