,Composizione,mg/100g di parte edibile
0,Lisina:,443
1,Istidina:,168
2,Arginina:,589
3,Acido aspartico:,769
4,Treonina:,241
5,Serina:,342
6,Acido glutamico:,1057
7,Prolina:,276
8,Glicina:,251
9,Alanina:,283
10,Cistina:,70
11,Valina:,308
12,Metionina:,69
13,Isoleucina:,293
14,Leucina:,535
15,Tirosina:,201
16,Fenilalanina:,406
17,Triptofano:,68
18,Indice Chimico:,83
19,Aminoacido limitante:,Solf.
