,Composizione,mg/100g di parte edibile
0,Lisina:,1369
1,Istidina:,486
2,Arginina:,1116
3,Acido aspartico:,1563
4,Treonina:,788
5,Serina:,690
6,Acido glutamico:,2293
7,Prolina:,893
8,Glicina:,1029
9,Alanina:,1035
10,Cistina:,210
11,Valina:,870
12,Metionina:,481
13,Isoleucina:,787
14,Leucina:,1268
15,Tirosina:,529
16,Fenilalanina:,671
17,Triptofano:,167
18,Indice Chimico:,91
19,Aminoacido limitante:,Trip.
