,Composizione,mg/100g di parte edibile
0,Lisina:,466
1,Istidina:,265
2,Arginina:,794
3,Acido aspartico:,970
4,Treonina:,416
5,Serina:,592
6,Acido glutamico:,2633
7,Prolina:,655
8,Glicina:,592
9,Alanina:,567
10,Cistina:,340
11,Valina:,643
12,Metionina:,214
13,Isoleucina:,479
14,Leucina:,920
15,Tirosina:,416
16,Fenilalanina:,630
17,Triptofano:,185
18,Indice Chimico:,64
19,Aminoacido limitante:,Lis.
