,Composizione,mg/100g di parte edibile
0,Lisina:,1817
1,Istidina:,717
2,Arginina:,1307
3,Acido aspartico:,1964
4,Treonina:,842
5,Serina:,807
6,Acido glutamico:,3410
7,Prolina:,958
8,Glicina:,1245
9,Alanina:,1286
10,Cistina:,231
11,Valina:,965
12,Metionina:,563
13,Isoleucina:,881
14,Leucina:,1686
15,Tirosina:,670
16,Fenilalanina:,805
17,Triptofano:,186
18,Indice Chimico:,83
19,Aminoacido limitante:,Trip.
