,Composizione,mg/100g di parte edibile
0,Lisina:,1750
1,Istidina:,560
2,Arginina:,1288
3,Acido aspartico:,1969
4,Treonina:,865
5,Serina:,809
6,Acido glutamico:,3137
7,Prolina:,857
8,Glicina:,1003
9,Alanina:,1242
10,Cistina:,225
11,Valina:,1198
12,Metionina:,544
13,Isoleucina:,1015
14,Leucina:,1668
15,Tirosina:,676
16,Fenilalanina:,839
17,Triptofano:,193
18,Indice Chimico:,87
19,Aminoacido limitante:,Trip.
