,Composizione chimica,valore per 100g
0,Parte edibile (%):,90
1,Acqua (g):,17.3
2,Proteine (g):,2.7
3,Lipidi(g):,0.6
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,63.1
6,Amido (g):,0
7,Zuccheri solubili (g):,63.1
8,Fibra totale (g):,8.7
9,Fibra solubile (g):,1.24
10,Fibra insolubile (g):,7.49
11,Alcol (g):,0
12,Energia (kcal):,253
13,Energia (kJ):,1058
14,Sodio (mg):,5
15,Potassio (mg):,750
16,Ferro (mg):,2.7
17,Calcio (mg):,69
18,Fosforo (mg):,65
19,Magnesio (mg):,
20,Zinco (mg):,
21,Rame (mg):,
22,Selenio (µg):,
23,Tiamina (mg):,0.08
24,Riboflavina (mg):,0.15
25,Niacina (mg):,2.2
26,Vitamina A retinolo eq. (µg):,5
27,Vitamina C (mg):,0
28,Vitamina E (mg):,
