,Composizione chimica,valore per 100g
0,Parte edibile (%):,100
1,Acqua (g):,10
2,Proteine (g):,28
3,Lipidi(g):,10
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,55
6,Amido (g):,
7,Zuccheri solubili (g):,
8,Fibra totale (g):,
9,Fibra solubile (g):,
10,Fibra insolubile (g):,
11,Alcol (g):,0
12,Energia (kcal):,408
13,Energia (kJ):,1708
14,Sodio (mg):,3
15,Potassio (mg):,827
16,Ferro (mg):,10
17,Calcio (mg):,72
18,Fosforo (mg):,1100
19,Magnesio (mg):,255
20,Zinco (mg):,1.22
21,Rame (mg):,0.95
22,Selenio (µg):,3.9
23,Tiamina (mg):,2.44
24,Riboflavina (mg):,0.61
25,Niacina (mg):,6.2
26,Vitamina A retinolo eq. (µg):,10
27,Vitamina C (mg):,0
28,Vitamina E (mg):,16
