,Composizione,g/100g di parte edibile
0,Saturi totali (%):,0.38
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.03
4,C16:0,0.21
5,C18:0,0.13
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,0.31
9,C14:1,0.01
10,C16:1,0.03
11,C18:1,0.25
12,C20:1,0
13,C22:1,0
14,Polinsaturi totali (%):,0.34
15,C18:2,0.19
16,C18:3,0.01
17,C20:4,0.07
18,C20:5,
19,C22:6,0.03
20,Rapporto Polinsaturi/Saturi:,0.9
