,Composizione,g/100g di parte edibile
0,Saturi totali (%):,7.13
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.23
4,C16:0,5.06
5,C18:0,1.28
6,C20:0,0.56
7,C22:0,0
8,Monoinsaturi totali (%):,23.05
9,C14:1,0
10,C16:1,0
11,C18:1,22.53
12,C20:1,0.52
13,C22:1,0
14,Polinsaturi totali (%):,14.19
15,C18:2,13.74
16,C18:3,0.45
17,C20:4,0
18,C20:5,0
19,C22:6,0
20,Rapporto Polinsaturi/Saturi:,2
