,Composizione,mg/100g di parte edibile
0,Lisina:,1902
1,Istidina:,807
2,Arginina:,1254
3,Acido aspartico:,2027
4,Treonina:,853
5,Serina:,855
6,Acido glutamico:,3563
7,Prolina:,859
8,Glicina:,1039
9,Alanina:,1285
10,Cistina:,228
11,Valina:,1009
12,Metionina:,600
13,Isoleucina:,903
14,Leucina:,1797
15,Tirosina:,740
16,Fenilalanina:,853
17,Triptofano:,234
18,Indice Chimico:,79
19,Aminoacido limitante:,Trip.
