,Composizione,mg/100g di parte edibile
0,Lisina:,262
1,Istidina:,250
2,Arginina:,435
3,Acido aspartico:,448
4,Treonina:,336
5,Serina:,573
6,Acido glutamico:,4127
7,Prolina:,1394
8,Glicina:,416
9,Alanina:,349
10,Cistina:,277
11,Valina:,530
12,Metionina:,185
13,Isoleucina:,451
14,Leucina:,838
15,Tirosina:,382
16,Fenilalanina:,603
17,Triptofano:,122
18,Indice Chimico:,39
19,Aminoacido limitante:,Lis.
