,Composizione,mg/100g di parte edibile
0,Lisina:,1658
1,Istidina:,542
2,Arginina:,1212
3,Acido aspartico:,1778
4,Treonina:,892
5,Serina:,838
6,Acido glutamico:,2738
7,Prolina:,786
8,Glicina:,960
9,Alanina:,1141
10,Cistina:,233
11,Valina:,988
12,Metionina:,581
13,Isoleucina:,953
14,Leucina:,1526
15,Tirosina:,638
16,Fenilalanina:,759
17,Triptofano:,204
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
