,Composizione,mg/100g di parte edibile
0,Lisina:,1936
1,Istidina:,799
2,Arginina:,1633
3,Acido aspartico:,2250
4,Treonina:,992
5,Serina:,
6,Acido glutamico:,3860
7,Prolina:,1416
8,Glicina:,2105
9,Alanina:,1718
10,Cistina:,218
11,Valina:,1161
12,Metionina:,581
13,Isoleucina:,1101
14,Leucina:,1827
15,Tirosina:,786
16,Fenilalanina:,968
17,Triptofano:,206
18,Indice Chimico:,82
19,Aminoacido limitante:,Trip.
